date,p_structural,p_shock,tactical_level,risk_regime,structural_damage_score,breadth_damage_score,new_lows_ratio_proxy,ad_spread_proxy,sector_sync_breakdown_proxy,leadership_failure_proxy,regime_context,regime_multiplier,composite_risk_score,shock_high_cut_eff,shock_risk_cut_eff,hard_gate_reason,hard_force_crisis,hard_trend_cap_flag,hard_credit_high_flag,hard_max_allocation,recovery_active,recovery_cap,recovery_days,recovery_floor,base_allocation,shock_modifier,tactical_multiplier,final_allocation,allocation_action,drawdown_252,ret5d,vol20,hurst_100
2019-08-20,0.019480583400460976,0.1497715948667492,2,LOW,0.42787796236222203,0.44310197111078575,0.3884583892781499,-0.4419328441118182,0.42496320944360544,0.4240422489615392,NEUTRAL,1.0,0.06508243741366186,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.03946865115748854,-0.008408462454057464,0.013622897619832937,0.7797219057316285
2019-08-19,0.015433185432217118,0.047509062929847024,1,LOW,0.29180247263572284,0.32703488867733765,0.28815504705340544,-0.18099717003918944,0.34288766396052295,0.35959920199609774,NEUTRAL,1.0,0.026659742556387585,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.032051858656683696,0.014788456066466171,0.013678177011380374,0.7807112714689094
2019-08-16,0.028068193477177938,0.050480135243531794,1,LOW,0.23887589162087783,0.19992695076653627,0.18988262226057948,0.07597441222021845,0.22429647432245195,0.2821740499999623,NEUTRAL,1.0,0.03591237309540179,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.04357453262507005,-0.009498719980354342,0.013366629884096103,0.7825605414985366
2019-08-15,0.26041126208742266,0.05190043392151036,3,LOW,0.40323934370112535,0.1887031254595804,0.11268873820068998,0.27613333114522737,0.3098690186005366,0.33225474503709496,BEAR,1.5,0.28114870834403005,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.7,0.7,LIGHT_REDUCE,0.05748144994769966,-0.03054958566634214,0.01284119232165505,0.7830565668842868
2019-08-14,0.370071523232346,0.04985861798470582,2,LOW,0.2847831270445175,0.038870953141476025,0.0,0.8752618316790226,0.0,0.1554838125659041,NEUTRAL,1.0,0.25799700639567197,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.05996499502823416,-0.014133353975170682,0.012864039316223949,0.782638681275826
2019-08-13,0.014125818399731099,0.03972415659219597,1,LOW,0.18577693778721216,0.15451901104490298,0.19848689333324945,0.0607114443087204,0.07660091703697179,0.22691443739999098,NEUTRAL,1.0,0.0230852367670938,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.9,0.9,LIGHT_REDUCE,0.03132357178067591,0.016504532145929174,0.011227222449480018,0.7819954365387795
2019-08-12,0.021940046036342007,0.04614977922180193,2,LOW,0.2737843221826961,0.19512248745376676,0.20977456938724498,0.030608673748162202,0.15673490313080796,0.27282103875381586,NEUTRAL,1.0,0.03041345265125298,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.04615771340631192,0.014973884990186148,0.0105189368052241,0.7837196452111301
2019-08-09,0.01570982038021945,0.03617924042768853,2,LOW,0.22514358846323984,0.1262645049638264,0.17409722813910294,0.13348993504576595,0.05763117744152451,0.21790456014614976,NEUTRAL,1.0,0.022874117396833628,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.034402593244543644,-0.0034171561668288053,0.010256943597282072,0.7835869547481865
2019-08-08,0.013189661916161471,0.03401796909818324,0,LOW,0.2096188889011325,0.20213666591201468,0.22706972181482896,-0.00026145465407013285,0.14798109538929105,0.2666113008988802,NEUTRAL,1.0,0.02047956942986909,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.027780548528486437,-0.004137880231247837,0.010258330276263892,0.7847019258712699
2019-08-07,0.016091570950974438,0.043685946684125926,2,HIGH,0.31344110064833486,0.18279146957677422,0.20249517704817246,0.057765409445277346,0.14207979602923454,0.26806207976742097,BEAR,1.5,0.03862440368636619,0.4,0.2,CREDIT_HIGH,0,0,1,1.0,0,1.0,0,0.0,0.45,1.0,0.8,0.36000000000000004,REDUCE_TO_35_60,0.04648868205234846,-0.0318060213863085,0.009100730795965122,0.787280802148282
2019-08-06,0.019481631112715118,0.04539538513092503,2,HIGH,0.29048576578417484,0.1251282968221294,0.17131451455228894,0.15224437455511777,0.05546684465178028,0.23393547354704658,BEAR,1.5,0.04282716752863288,0.4,0.2,CREDIT_HIGH,0,0,1,1.0,0,1.0,0,0.0,0.45,1.0,0.8,0.36000000000000004,REDUCE_TO_35_60,0.04705154026774061,-0.04296352760635369,0.009205532998033766,0.7877289132827018
2019-08-05,0.20123439663958287,0.05139061569614479,3,HIGH,0.5560462696440456,0.3484351408274121,0.2665965294610445,-0.09884555384702227,0.4295750784697012,0.4485309938397174,BEAR,1.5,0.22318360996406936,0.4,0.2,CREDIT_HIGH,0,0,1,1.0,0,1.0,0,0.0,0.45,1.0,0.7,0.315,REDUCE_TO_15_35,0.06022972541514138,-0.05851491847920942,0.008481872058279405,0.7882430863951632
2019-08-02,0.011207131181810027,0.037274422954866784,2,LOW,0.2851181683501959,0.07396047718320946,0.10530710293998498,0.32333771850609044,0.004127746731099413,0.18640705906175345,BEAR,1.5,0.030496024953569838,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.031091682211320304,-0.031091682211320304,0.005480822027299598,0.7882176563833878
2019-08-01,0.011132912134212317,0.03348228370360659,2,LOW,0.31679796697621626,0.2541531373872769,0.28946420287201197,-0.1582883686042218,0.14736104667823155,0.2812136594953459,BEAR,1.5,0.02843278827525047,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.023740905320034367,-0.017200156629954333,0.005260321851195981,0.787223184466619
2019-07-31,0.00868831882943356,0.12389100658664838,2,LOW,0.468911201059775,0.523945822343458,0.42550973462439945,-0.5142151061081199,0.5531742380411995,0.521920061618133,NEUTRAL,1.0,0.04900925954445874,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,0.8,0.8,LIGHT_REDUCE,0.015164998946867292,-0.013302705735257492,0.004907101714767011,0.7851755219661765
2019-07-30,0.006095905750308169,0.022456244842587163,0,LOW,0.10801273789955025,0.05460255663861033,0.04794676457626799,0.47425438559730637,0.0,0.17046346197817333,NEUTRAL,1.0,0.011822024432605816,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.004271532777807674,0.002299684709438754,0.004542721836254591,0.7823874084009385
2019-07-29,0.004780705310558907,0.022290082199694344,0,LOW,0.15578259439658207,0.13068418811517477,0.180902332776008,0.13316261226548448,0.06292403660356177,0.223212559969033,BULL,0.6,0.006545392333053786,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.001821385138850995,0.011950029795225525,0.004496760986111049,0.7786440843420286
2019-07-26,0.004607572023788503,0.022185426755103432,0,LOW,0.175402927304332,0.17041955068926623,0.21613985875639952,0.04048473773125077,0.09033100125497738,0.24227795752173037,BULL,0.6,0.006455892707849236,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.0,0.016287000211681057,0.004790149420501337,0.7744174068911779
2019-07-25,0.005372076570082371,0.02164721761050374,0,LOW,0.23579139232624688,0.2686343934120867,0.25469529418459247,-0.055612651277284555,0.2674911016449599,0.33934063508772405,NEUTRAL,1.0,0.01106837593422985,0.4,0.2,NONE,0,0,0,1.0,0,1.0,0,0.0,1.0,1.0,1.0,1.0,FULL_RISK_ON,0.004776834560779708,0.003915441935495645,0.004713793537918168,0.7692969521741689
